dataset,model,mode,paper_macro_auroc,ours_macro_auroc,difference,ci_low,ci_high,best_epoch,runtime,prediction_status,ecg_id_mapping_status,bootstrap_status,canonical_run,provenance_reference,notes
ptbxl_super,ECGFounder,Finetuning,NOT_REPORTED / NA,0.9349940744872626,,0.9284185916185379,0.9412524223327636,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ECGFounder,Frozen,NOT_REPORTED / NA,0.9279415770533792,,0.9211754217743874,0.9340686336159706,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ECGFounder,Linear,NOT_REPORTED / NA,0.9245959899745847,,0.9174638107419014,0.9311424747109414,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ECG-JEPA,Finetuning,NOT_REPORTED / NA,0.923856682590019,,0.9164013460278511,0.9310095176100731,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ECG-JEPA,Frozen,NOT_REPORTED / NA,0.918862323024819,,0.9114444956183434,0.9258729070425034,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ECG-JEPA,Linear,NOT_REPORTED / NA,0.910853317637909,,0.9034518763422966,0.917954808473587,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ST-MEM,Finetuning,NOT_REPORTED / NA,0.9276266102550871,,0.9208751574158669,0.9344883412122726,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ST-MEM,Frozen,NOT_REPORTED / NA,0.9183862591341126,,0.9110615402460098,0.9252676948904991,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,ST-MEM,Linear,NOT_REPORTED / NA,0.8955476063380189,,0.8875308722257614,0.9033091068267822,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_super,MERL,Finetuning,NOT_REPORTED / NA,0.9277491784203497,,0.9209796324372291,0.9349433839321136,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
